State,International plan,Voice mail plan,state_numeric,Area code,Account length,International plan_numeric,Voice mail plan numeric,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Tota all miniutes,Total all calls,Total all charges,Customer service calls,churn_numeric,Churn
AZ,No,Yes,18,408,86,0,1,31,167.6,139,28.49,113,118,9.61,246.9,121,11.11,12.2,6,3.29,539.7,384,52.5,1,0,FALSE
FL,Yes,No,16,510,70,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,545.6,310,65.97,2,1,TRUE
LA,No,No,23,415,93,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,594.6,328,58.9,3,0,FALSE
FL,No,No,16,415,93,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,521.2,288,52.28,0,0,FALSE
FL,No,No,16,415,120,0,0,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,674.3,260,62.87,3,0,FALSE
MD,No,No,26,415,136,0,0,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,681.3,355,75.54,1,1,TRUE
AL,No,No,5,415,106,0,0,0,223,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,528.9,338,57.68,0,0,FALSE
WA,No,No,36,415,81,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,560.6,319,57.02,3,0,FALSE
TN,No,Yes,47,408,127,0,1,22,166,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,595.6,291,56.82,1,0,FALSE
ME,No,No,43,408,35,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,574.7,345,56.21,2,0,FALSE
OK,No,No,4,408,88,0,0,0,65.4,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,483.4,287,39.77,2,0,FALSE
MO,No,No,7,415,123,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,680.8,301,68.02,3,0,FALSE
IA,No,Yes,10,408,126,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,461.9,303,53.8,2,0,FALSE
VA,No,Yes,14,415,104,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,650.9,333,76.12,4,0,FALSE
MD,Yes,No,26,408,93,1,0,0,312,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,669.5,285,76.67,0,1,TRUE
OH,Yes,Yes,2,415,63,1,1,36,199,110,33.83,291.3,111,24.76,197.6,92,8.89,11,6,2.97,698.9,319,70.45,1,0,FALSE
OK,No,No,4,415,100,0,0,0,203.1,96,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,614.5,346,64.77,3,0,FALSE
NV,No,No,39,415,53,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,554.3,299,57.31,0,0,FALSE
ID,Yes,No,12,415,92,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9,5,2.43,655.6,367,62.78,1,0,FALSE
SD,No,Yes,34,408,110,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,565.3,338,57.54,2,0,FALSE
IL,No,No,21,408,110,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,477.3,323,41.04,3,0,FALSE
AL,No,No,5,415,73,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,510,295,55.83,1,0,FALSE
NJ,No,No,3,510,138,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,516.7,298,57.21,0,0,FALSE
NV,Yes,No,39,415,137,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,504.6,280,47.73,2,1,TRUE
IN,No,No,31,415,36,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,720,333,73.26,1,0,FALSE
WV,No,No,8,408,85,0,0,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,603.3,256,63.95,3,0,FALSE
VA,No,No,14,408,108,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,830.6,237,75.02,0,1,TRUE
SC,No,No,46,408,22,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,488.6,301,44.57,0,0,FALSE
RI,No,Yes,9,415,107,0,1,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,435.1,291,33.67,0,0,FALSE
IN,No,No,31,510,51,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,658.1,223,64.74,0,0,FALSE
OR,No,Yes,29,415,33,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,568.4,269,53.09,4,1,TRUE
NJ,No,No,3,415,106,0,0,0,207.9,91,35.34,172,109,14.62,191.8,143,8.63,14.4,7,3.89,586.1,350,62.48,4,0,FALSE
MS,No,No,44,408,82,0,0,0,207,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,621.4,289,65.21,3,0,FALSE
TX,Yes,No,15,415,97,1,0,0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,605.9,283,58.6,0,0,FALSE
DC,No,No,40,510,108,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,552.3,334,51.28,1,0,FALSE
TX,No,No,15,415,114,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,542.5,307,48.26,1,0,FALSE
UT,No,No,32,510,59,0,0,0,155.2,79,26.38,235.3,123,20,169.4,80,7.62,8.7,4,2.35,568.6,286,56.35,1,0,FALSE
MN,No,Yes,37,510,24,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,612.1,279,58.03,1,0,FALSE
IL,No,No,21,408,151,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,516.9,262,49.27,1,0,FALSE
NM,No,No,38,415,117,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,551.3,310,53.76,1,0,FALSE
WV,No,Yes,8,510,114,0,1,30,206.2,79,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,769.2,259,73.35,1,0,FALSE
RI,No,Yes,9,510,114,0,1,28,225.8,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,659.6,320,67.53,4,0,FALSE
NH,No,No,22,408,119,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,586.2,271,53.53,3,0,FALSE
MA,Yes,No,6,408,118,1,0,0,160,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,530.1,321,53.1,2,0,FALSE
PA,No,No,48,415,101,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,696,325,69.43,0,0,FALSE
OK,No,No,4,415,117,0,0,0,134.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,523.3,311,49.32,1,0,FALSE
AL,No,Yes,5,415,49,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,663.8,298,67.88,3,0,FALSE
WY,No,No,20,415,139,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,643.4,304,65.35,3,0,FALSE
PA,No,Yes,48,408,92,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,595.1,286,55.71,1,0,FALSE
HI,Yes,No,49,510,148,1,0,0,218.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,641.3,276,67.04,0,0,FALSE
AL,No,Yes,5,415,131,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,683.7,255,66.34,2,0,FALSE
VT,Yes,No,13,510,146,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,656.7,345,66.23,3,0,FALSE
AK,No,Yes,25,415,48,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,527.9,280,59.35,1,0,FALSE
MI,No,Yes,45,415,86,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9,2,2.43,759.3,281,75.42,1,0,FALSE
DE,No,No,30,415,71,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,667.5,278,63.54,3,0,FALSE
MI,No,No,45,510,137,0,0,0,206.4,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,537.7,313,57.1,2,0,FALSE
KS,No,No,1,408,137,0,0,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,719.6,262,69.76,2,0,FALSE
AL,No,No,5,510,167,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,609.3,254,61.83,0,0,FALSE
NE,No,No,19,510,132,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,363.4,317,36.14,0,0,FALSE
WI,No,No,28,510,94,0,0,0,177.1,112,30.11,194,112,16.49,146.7,108,6.6,5.9,4,1.59,523.7,336,54.79,1,0,FALSE
WI,No,Yes,28,510,96,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,575.4,272,55.03,1,0,FALSE
IN,No,No,31,510,166,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,610.4,381,62.33,1,0,FALSE
DC,No,No,40,415,74,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,485.9,240,44.76,2,0,FALSE
AR,No,No,27,415,36,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,594.2,275,56.49,0,0,FALSE
ME,No,No,43,415,113,0,0,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,647.9,346,66.33,4,0,FALSE
MD,No,No,26,415,67,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,489.4,276,50.57,2,0,FALSE
IA,No,No,10,415,158,0,0,0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,700.7,313,65.03,1,0,FALSE
AZ,No,No,18,510,136,0,0,0,92,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,570,294,49.61,1,0,FALSE
MO,No,No,7,415,196,0,0,0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,665.7,298,71.24,2,0,FALSE
VT,No,No,13,415,113,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,762.9,344,81,1,1,TRUE
RI,No,No,9,510,112,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,579.5,292,60.56,0,0,FALSE
SD,No,No,34,415,209,0,0,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,678,298,71.24,3,0,FALSE
MN,No,No,37,415,62,0,0,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,747.6,307,76.5,1,1,TRUE
TX,No,Yes,15,415,110,0,1,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,625.4,302,67.7,1,0,FALSE
VA,No,No,14,510,16,0,0,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,606.1,229,62.2,0,0,FALSE
MA,No,No,6,408,73,0,0,0,94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,589.2,339,51.71,0,0,FALSE
ID,No,No,12,408,128,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,603.9,319,55.29,0,0,FALSE
MA,No,No,6,408,39,0,0,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,502.9,327,45.23,1,0,FALSE
GA,No,Yes,24,415,103,0,1,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,559.6,285,52.85,2,0,FALSE
RI,No,Yes,9,415,119,0,1,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,529.8,259,50.55,3,0,FALSE
ID,No,Yes,12,510,173,0,1,21,232.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,722.3,321,71.16,3,0,FALSE
SD,Yes,Yes,34,510,128,1,1,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,576.6,258,63.56,2,1,TRUE
MA,No,No,6,510,86,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,729.1,257,66.6,0,0,FALSE
WY,No,Yes,20,415,114,0,1,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,548.3,276,50.33,1,0,FALSE
VA,No,No,14,408,104,0,0,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,640.5,297,58.69,0,0,FALSE
OR,No,No,29,415,148,0,0,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,595.8,321,50,1,0,FALSE
VA,No,No,14,408,129,0,0,0,207,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,620.4,329,63.01,3,0,FALSE
ME,No,Yes,43,510,100,0,1,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,437.7,332,37.43,0,0,FALSE
GA,No,Yes,24,408,143,0,1,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,640.5,320,70.28,1,0,FALSE
IA,No,No,10,510,76,0,0,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,616.3,315,64.02,0,0,FALSE
AZ,No,No,18,510,158,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,539.9,294,62.81,0,0,FALSE
FL,No,No,16,510,116,0,0,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,643.1,329,67.25,3,0,FALSE
MT,No,No,11,415,54,0,0,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,728.2,270,78.93,1,1,TRUE
AL,No,No,5,415,86,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,476,371,48.08,7,1,TRUE
DE,No,No,30,510,108,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,649.3,268,63.07,0,0,FALSE
MT,No,No,11,510,66,0,0,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,594.8,266,59.73,1,0,FALSE
KY,No,Yes,42,408,151,0,1,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,530.9,235,58.2,1,0,FALSE
SC,No,No,46,510,99,0,0,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,621.5,253,62.36,0,0,FALSE
WA,No,No,36,415,55,0,0,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,680.5,374,63.53,2,0,FALSE
AK,No,No,25,408,78,0,0,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,614.4,298,67.04,0,0,FALSE
GA,No,No,24,415,89,0,0,0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,661.3,261,65.5,1,1,TRUE
MN,No,No,37,415,101,0,0,0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,725.6,372,68.31,1,0,FALSE
IL,No,Yes,21,415,44,0,1,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,625.2,259,65.48,0,0,FALSE
IN,No,Yes,31,408,98,0,1,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,485.5,268,36.97,2,0,FALSE
SC,No,Yes,46,510,64,0,1,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,417.2,297,44.43,1,0,FALSE
VA,No,No,14,415,141,0,0,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,581.6,378,67.48,3,0,FALSE
WI,No,Yes,28,415,81,0,1,33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,558.1,313,52.98,1,0,FALSE
VT,No,No,13,510,162,0,0,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,573,338,61.93,1,0,FALSE
AZ,No,Yes,18,415,83,0,1,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,458.9,339,49.58,3,0,FALSE
FL,No,No,16,510,100,0,0,0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,468.6,207,41.57,4,1,TRUE
AK,No,No,25,510,59,0,0,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,628.4,307,61.83,4,0,FALSE
AR,Yes,Yes,27,415,179,1,1,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,701.8,238,70.75,4,0,FALSE
AR,No,No,27,408,79,0,0,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,431.1,334,46.7,1,0,FALSE
AK,No,No,25,415,117,0,0,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,605.3,274,61.44,2,0,FALSE
ME,No,No,43,415,31,0,0,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,471.8,298,48.03,1,0,FALSE
NM,No,Yes,38,408,122,0,1,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,492.4,315,49.94,2,0,FALSE
NE,Yes,Yes,19,408,37,1,1,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,484.3,291,51.01,1,0,FALSE
SC,No,Yes,46,408,90,0,1,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,599,313,57.62,1,0,FALSE
CO,Yes,No,17,408,159,1,0,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,761.1,268,80.87,1,1,TRUE
OH,No,Yes,2,415,39,0,1,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,608.1,370,57.07,1,0,FALSE
OK,No,No,4,408,194,0,0,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,579,289,57.33,0,0,FALSE
CO,No,No,17,415,154,0,0,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,831.3,278,92.2,1,1,TRUE
NC,No,No,35,415,112,0,0,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,595.1,337,63.56,4,0,FALSE
MD,No,No,26,415,45,0,0,0,78.2,127,13.29,253.4,108,21.54,255,100,11.48,18,3,4.86,604.6,338,51.17,1,0,FALSE
KS,No,No,1,415,132,0,0,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,469.9,366,42.57,1,0,FALSE
MA,No,No,6,415,128,0,0,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,644.3,297,67.75,0,0,FALSE
NM,No,No,38,408,56,0,0,0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,655.7,309,65.43,2,0,FALSE
CA,Yes,No,33,415,151,1,0,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,614,241,62.24,0,1,TRUE
NY,No,No,41,415,32,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,576.8,304,59.09,2,0,FALSE
AZ,No,No,18,415,90,0,0,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,676,240,63.31,2,0,FALSE
DC,No,No,40,415,138,0,0,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,487.8,321,50.52,2,0,FALSE
ND,No,No,50,408,79,0,0,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,653,355,65.18,1,0,FALSE
MO,Yes,No,7,415,95,1,0,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,662.1,287,64.53,1,1,TRUE
KS,No,No,1,415,127,0,0,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,621.6,313,63.56,2,0,FALSE
SD,No,No,34,510,137,0,0,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,666.4,263,71.21,3,0,FALSE
OK,No,No,4,415,97,0,0,0,151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,561.7,319,53.75,1,0,FALSE
OR,Yes,No,29,415,149,1,0,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,576.4,264,55.05,0,0,FALSE
IN,Yes,Yes,31,415,117,1,1,22,196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,748,289,71.9,1,0,FALSE
OH,No,No,2,408,84,0,0,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,601.7,301,58.52,2,0,FALSE
KS,No,No,1,415,137,0,0,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,666,310,69.96,4,0,FALSE
CT,No,No,51,415,99,0,0,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,750.9,262,65.09,3,0,FALSE
WI,No,No,28,415,85,0,0,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,531.1,342,49.87,1,0,FALSE
MS,No,No,44,510,150,0,0,0,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,659.8,278,57.27,3,0,FALSE
WV,No,No,8,415,43,0,0,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,638,318,62.01,1,0,FALSE
MD,No,No,26,415,98,0,0,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,627.9,364,63.92,5,0,FALSE
PA,No,No,48,510,112,0,0,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,617.4,270,65.25,2,0,FALSE
WI,No,No,28,510,16,0,0,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,612.3,279,66.91,0,1,TRUE
TN,No,Yes,47,415,98,0,1,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,489,279,62.71,0,0,FALSE
IL,No,No,21,510,84,0,0,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,507.2,363,52.66,1,0,FALSE
DC,No,No,40,415,66,0,0,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,599.6,282,59.48,1,1,TRUE
GA,No,Yes,24,415,98,0,1,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,578.6,314,52.62,1,0,FALSE
ID,No,No,12,415,74,0,0,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,582.6,333,60.67,0,0,FALSE
KY,No,No,42,510,119,0,0,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,557.8,347,62,1,0,FALSE
OH,No,No,2,415,73,0,0,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,634.3,298,62.84,4,0,FALSE
WI,Yes,No,28,415,92,1,0,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,633.1,284,70.06,0,0,FALSE
IL,No,No,21,415,21,0,0,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,509.9,272,47.11,0,0,FALSE
DE,No,No,30,510,122,0,0,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,547.7,320,53.6,4,1,TRUE
RI,Yes,No,9,510,133,1,0,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,523.9,280,51.86,1,0,FALSE
TX,No,No,15,415,145,0,0,0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,556.7,339,57.51,2,0,FALSE
OR,No,No,29,408,25,0,0,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,531.4,266,53.81,2,0,FALSE
MS,No,No,44,415,126,0,0,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,651.3,329,70.93,3,0,FALSE
OR,No,No,29,415,76,0,0,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,522.9,259,51.93,0,0,FALSE
DE,No,No,30,415,113,0,0,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,769.7,248,77.88,2,1,TRUE
DE,Yes,No,30,510,224,1,0,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,548.9,306,53.67,1,1,TRUE
SD,No,Yes,34,408,128,0,1,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,592.4,239,55.84,1,0,FALSE
NV,No,No,39,415,115,0,0,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,731.1,283,70.69,2,0,FALSE
NM,No,Yes,38,415,141,0,1,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,652.4,387,67.88,2,0,FALSE
MN,No,No,37,510,51,0,0,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,528.6,321,66.76,1,0,FALSE
NJ,No,No,3,415,100,0,0,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,696.7,284,70.97,0,0,FALSE
IN,No,Yes,31,415,96,0,1,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,663,305,68.87,3,0,FALSE
ME,No,No,43,415,163,0,0,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,428.5,341,41.94,1,0,FALSE
NH,No,Yes,22,415,67,0,1,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,548.2,295,48.59,1,0,FALSE
OR,No,No,29,510,49,0,0,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,619.5,321,56.53,2,0,FALSE
KS,No,No,1,510,46,0,0,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,719.2,296,77.07,2,1,TRUE
NE,No,No,19,415,148,0,0,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,653.3,310,65.56,1,0,FALSE
MI,No,No,45,510,112,0,0,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,697.5,270,71.98,1,0,FALSE
SC,No,No,46,415,78,0,0,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,497.7,337,51.44,2,0,FALSE
PA,No,Yes,48,408,61,0,1,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,704.3,255,77.86,0,0,FALSE
